,ClauseID,Doc,SentID,SentForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,AgentDesc,AgentDef,AgentNum,AgentPers,AgentAnim,AgPres,,,,,,,,,,,
1667,1668,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,9,"The neighbours are still interfering, but there are signs that rather than undermining Afghanistan?�s stability they may now be trying to strengthen it.",V,strengthen,strengthen,VB,Inf,Tenseless,Simple,Act,2,1.12E-05,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,18,it,0,/,0.00912,it,def,Sing,3,nonconc,1,PRP,pron,25,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1668,1669,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,10,"?�The elections should be a reassurance to all our neighbours that a stable Afghanistan, a peaceful Afghanistan is good for all.",N,reassurance,reassurance,NN,/,Tenseless,Simple,Act,4,1.70E-06,/,/,should,/,The elections,/,/,elections,5.89E-05,def,Plur,3,nonconc,full,4,NNS,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1669,1670,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,10,"?�The elections should be a reassurance to all our neighbours that a stable Afghanistan, a peaceful Afghanistan is good for all.",A,good,good,JJ,/,Tenseless,Simple,Act,1,0.00132,/,/,/,/,"a stable Afghanistan , a peaceful Afghanistan",/,/,Afghanistan,2.04E-05,indef,Sing,3,conc,proper,15,NNP,15,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1670,1671,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,11,"Nobody should feel a looser in Afghanistan,?��?President Hamid Karzai told Pakistan?�s English daily The Nation.",V,feel,feel,VB,Inf,Tenseless,Simple,Act,1,0.000447,/,/,should,/,Nobody,/,/,Nobody,8.51E-05,indef,Sing,3,human,full,3,NN,1,a looser,0,/,9.12E-07,looser,indef,Sing,3,/,3,NN,full,5,in Afghanistan,in,Afghanistan,2.04E-05,def,Sing,3,/,5,NNP,proper,7,/,/,,,,,,,,,,,,,,,,,
1671,1672,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,11,"Nobody should feel a looser in Afghanistan,?��?President Hamid Karzai told Pakistan?�s English daily The Nation.",V,told,tell,VBD,Fin,Past,Simple,Act,1,0.000339,/,/,/,/,President Hamid Karzai,/,/,President,0.000251,def,Sing,3,/,proper,7,NNP,10,Pakistan ?�s English daily The Nation,0,/,0.000112,daily,indef,Sing,3,conc,10,NN,full,17,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1672,1673,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,12,"All the regional countries have publicly backed the Karzai government and supported the electoral process, but serious undercurrents remain as they all have their favourite contenders in Afghanistan.",V,backed,back,VBN,Part,Pres,Perf,Act,1,1.55E-05,/,/,have,/,All the regional countries,/,/,countries,0.000151,def,Plur,3,org,full,7,NNS,4,the Karzai government,0,/,5.37E-07,Karzai,def,Sing,3,/,6,NNP,proper,9,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1673,1674,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,12,"All the regional countries have publicly backed the Karzai government and supported the electoral process, but serious undercurrents remain as they all have their favourite contenders in Afghanistan.",V,supported,support,VBN,Part,Tenseless,Simple,Act,3,5.37E-05,/,/,/,/,All the regional countries,/,/,countries,0.000151,def,Plur,3,org,full,7,NNS,4,the electoral process,0,/,0.000191,process,def,Sing,3,conc,7,NN,full,15,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1674,1675,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,12,"All the regional countries have publicly backed the Karzai government and supported the electoral process, but serious undercurrents remain as they all have their favourite contenders in Afghanistan.",V,remain,remain,VBP,Fin,Pres,Simple,Act,2,7.94E-05,/,/,/,/,serious undercurrents,/,/,undercurrents,1.17E-07,indef,Plur,3,nonconc,full,7,NNS,19,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1675,1676,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,12,"All the regional countries have publicly backed the Karzai government and supported the electoral process, but serious undercurrents remain as they all have their favourite contenders in Afghanistan.",V,have,have,VBP,Fin,Pres,Simple,Act,1,0.00501,/,/,/,/,they all,/,/,they,0.00324,def,Plur,3,/,pron,2,PRP,22,their favourite contenders in Afghanistan,0,/,1.95E-06,contenders,indef,Plur,3,human,13,NNS,full,27,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1676,1677,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,13,"Since September 11, Pakistan has been repeatedly accused by Afghan and Western leaders of harbouring Taliban extremists who had pledged to disrupt the elections, but at the highest level the US has avoided criticising President Pervaiz Musharraf on the grounds that he is helping the US catch Al Qaeda elements inside Pakistan.",V,accused,accuse,VBN,Part,Pres,Simple,Pass,2,3.39E-05,/,has,been,be,Pakistan,/,/,Pakistan,3.02E-05,def,Sing,3,/,proper,3,NNP,5,/,0,/,/,/,/,/,/,/,/,/,/,/,Since September 11,Since,September,0.000135,def,Sing,3,/,5,NNP,proper,2,/,/,,,,,,,,,,,,,,,,,
1677,1678,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,13,"Since September 11, Pakistan has been repeatedly accused by Afghan and Western leaders of harbouring Taliban extremists who had pledged to disrupt the elections, but at the highest level the US has avoided criticising President Pervaiz Musharraf on the grounds that he is helping the US catch Al Qaeda elements inside Pakistan.",V,harbouring,harbour,VBG,Ger,Tenseless,Simple,Act,3,3.24E-07,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Taliban extremists who had pledged to disrupt the elections,0,/,2.69E-06,extremists,indef,Plur,3,human,16,NNS,full,18,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1678,1679,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,13,"Since September 11, Pakistan has been repeatedly accused by Afghan and Western leaders of harbouring Taliban extremists who had pledged to disrupt the elections, but at the highest level the US has avoided criticising President Pervaiz Musharraf on the grounds that he is helping the US catch Al Qaeda elements inside Pakistan.",V,pledged,pledge,VBN,Part,Past,Perf,Act,1,4.57E-06,/,/,had,/,who,Taliban extremists who had pledged to disrupt the elections,/,who,0.00224,def,Plur,3,human,wh,1,WP,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1679,1680,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,13,"Since September 11, Pakistan has been repeatedly accused by Afghan and Western leaders of harbouring Taliban extremists who had pledged to disrupt the elections, but at the highest level the US has avoided criticising President Pervaiz Musharraf on the grounds that he is helping the US catch Al Qaeda elements inside Pakistan.",V,disrupt,disrupt,VB,Inf,Tenseless,Simple,Act,2,3.31E-06,/,/,/,/,Taliban extremists who had pledged to disrupt the elections,/,/,extremists;;to;;elections,2.69e-06;;0.0275;;5.89e-05,indef;;indef;;def,Plur,3,human;;/;;nonconc,full;;NMN!;;full,16,NNS;;TO;;NNS,18;;22;;25,the elections,0,/,5.89E-05,elections,def,Plur,3,nonconc,4,NNS,full,25,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1680,1681,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,13,"Since September 11, Pakistan has been repeatedly accused by Afghan and Western leaders of harbouring Taliban extremists who had pledged to disrupt the elections, but at the highest level the US has avoided criticising President Pervaiz Musharraf on the grounds that he is helping the US catch Al Qaeda elements inside Pakistan.",V,avoided,avoid,VBN,Part,Pres,Perf,Act,3,1.26E-05,/,/,has,/,the US,/,/,US,0.00102,def,Sing,3,/,proper,2.5,NNP,33,/,0,/,/,/,/,/,/,/,/,/,/,/,at the highest level,at,level,0.000263,def,Sing,3,conc,6,NN,full,31,/,/,,,,,,,,,,,,,,,,,
1681,1682,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,13,"Since September 11, Pakistan has been repeatedly accused by Afghan and Western leaders of harbouring Taliban extremists who had pledged to disrupt the elections, but at the highest level the US has avoided criticising President Pervaiz Musharraf on the grounds that he is helping the US catch Al Qaeda elements inside Pakistan.",V,criticising,criticise,VBG,Ger,Tenseless,Simple,Act,4,1.05E-06,/,/,/,/,the US,/,/,US,0.00102,def,Sing,3,/,proper,2.5,NNP,33,President Pervaiz Musharraf,0,/,0.000251,President,def,Sing,3,/,8,NNP,proper,37,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1682,1683,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,13,"Since September 11, Pakistan has been repeatedly accused by Afghan and Western leaders of harbouring Taliban extremists who had pledged to disrupt the elections, but at the highest level the US has avoided criticising President Pervaiz Musharraf on the grounds that he is helping the US catch Al Qaeda elements inside Pakistan.",V,helping,help,VBG,Part,Pres,Simple,Act,2,5.50E-05,/,/,is,/,he,/,/,he,0.0049,def,Sing,3,human,pron,1,PRP,44,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1683,1684,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,13,"Since September 11, Pakistan has been repeatedly accused by Afghan and Western leaders of harbouring Taliban extremists who had pledged to disrupt the elections, but at the highest level the US has avoided criticising President Pervaiz Musharraf on the grounds that he is helping the US catch Al Qaeda elements inside Pakistan.",V,catch,catch,VB,Inf,Tenseless,Simple,Act,1,6.76E-05,/,/,/,/,he,/,/,he,0.0049,def,Sing,3,human,pron,1,PRP,44,Al Qaeda elements inside Pakistan,0,/,6.03E-05,elements,indef,Plur,3,loc,12,NNS,full,52,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1684,1685,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,14,"That changed on September 22 when President George W. Bush, Musharraf and Karzai held a three way meeting in New York on the sidelines of the UN General Assembly.",V,changed,change,VBD,Fin,Past,Simple,Act,1,0.000117,/,/,/,/,That,/,/,That,0.0105,indef,Sing,3,/,det,1,DT,1,/,0,/,/,/,/,/,/,/,/,/,/,/,on September 22,on,September,0.000135,def,Sing,3,/,4,NNP,proper,4,/,/,,,,,,,,,,,,,,,,,
1685,1686,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,14,"That changed on September 22 when President George W. Bush, Musharraf and Karzai held a three way meeting in New York on the sidelines of the UN General Assembly.",V,held,hold,VBD,Fin,Past,Simple,Act,1,0.000182,/,/,/,/,"President George W. Bush , Musharraf and Karzai",/,/,President;;Musharraf;;Karzai,0.000251;;5.75e-07;;5.37e-07,def;;def;;def,Plur,3,/;;/;;/,proper;;proper;;proper,12,NNP;;NNP;;NNP,7;;12;;14,a three way meeting in New York on the sidelines of the UN General Assembly,0,/,0.000138,meeting,indef,Sing,3,loc,21,NN,full,19,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1686,1687,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,15,The meeting was pushed together by the CIA and the US Defence Department who were desperately anxious to secure a peaceful election in Afghanistan and the non-interference of alleged Pakistani backed Taliban.,V,pushed,push,VBN,Part,Past,Simple,Pass,1,2.45E-05,/,/,was,be,The meeting,/,/,meeting,0.000138,def,Sing,3,loc,full,3,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,by the CIA and the US Defence Department who were desperately anxious to secure a peaceful election in Afghanistan and the non-interference of alleged Pakistani backed Taliban,by;;by,CIA;;Department,1.29e-05;;0.00017,def;;def,Plur,3,/;;/,59,NNP;;NNP,proper;;proper,8;;13,/,/,,,,,,,,,,,,,,,,,
1687,1688,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,15,The meeting was pushed together by the CIA and the US Defence Department who were desperately anxious to secure a peaceful election in Afghanistan and the non-interference of alleged Pakistani backed Taliban.,A,anxious,anxious,JJ,/,Tenseless,Simple,Act,2,1.07E-05,/,/,/,/,who,by the CIA and the US Defence Department who were desperately anxious to secure a peaceful election in Afghanistan and the non-interference of alleged Pakistani backed Taliban,/,who,0.00224,def,Sing,3,/,wh,1,WP,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1688,1689,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,15,The meeting was pushed together by the CIA and the US Defence Department who were desperately anxious to secure a peaceful election in Afghanistan and the non-interference of alleged Pakistani backed Taliban.,V,secure,secure,VB,Inf,Tenseless,Simple,Act,2,4.37E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,a peaceful election in Afghanistan and the non-interference of alleged Pakistani backed Taliban,0,/,0.00011;;1.04e-05,election;;non-interference,indef;;def,Plur,3,nonconc;;/,33,NN;;NN,full;;full,22;;27,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1689,1690,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,15,The meeting was pushed together by the CIA and the US Defence Department who were desperately anxious to secure a peaceful election in Afghanistan and the non-interference of alleged Pakistani backed Taliban.,V,backed,back,VBN,Part,Tenseless,Simple,Act,1,1.55E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,Pakistani,/,Pakistani,8.51E-06,def,Sing,3,/,4,NNP,proper,30,/,/,,,,,,,,,,,,,,,,,
1690,1691,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,16,"Western and Afghan diplomats intimately involved with the meeting, said Bush pushed Musharraf hard on reigning in the Taliban so the elections could take place peacefully.",V,said,say,VBD,Fin,Past,Simple,Act,1,0.000912,/,/,/,/,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,12,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1691,1692,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,16,"Western and Afghan diplomats intimately involved with the meeting, said Bush pushed Musharraf hard on reigning in the Taliban so the elections could take place peacefully.",V,pushed,push,VBD,Fin,Past,Simple,Act,1,2.45E-05,/,/,/,/,Western and Afghan diplomats intimately involved with the meeting,/,/,diplomats,3.72E-06,indef,Plur,3,human,full,18,NNS,4,Musharraf,0,/,5.75E-07,Musharraf,def,Sing,3,/,3,NNP,proper,14,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1692,1693,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,16,"Western and Afghan diplomats intimately involved with the meeting, said Bush pushed Musharraf hard on reigning in the Taliban so the elections could take place peacefully.",V,reigning in,reign in,VBG,Ger,Tenseless,Simple,Act,2,2.69E-06,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,the Taliban,0,/,5.25E-06,Taliban,def,Sing,3,/,4,NNP,proper,20,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1693,1694,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,16,"Western and Afghan diplomats intimately involved with the meeting, said Bush pushed Musharraf hard on reigning in the Taliban so the elections could take place peacefully.",V,take,take,VB,Inf,Tenseless,Simple,Act,1,0.000813,/,/,could,/,the elections,/,/,elections,5.89E-05,def,Plur,3,nonconc,full,4,NNS,23,place,0,/,0.00055,place,indef,Sing,3,loc,1,NN,full,26,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1694,1695,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,18,Bush is reported to have asked a flustered Musharraf.,V,reported,report,VBN,Part,Pres,Simple,Pass,3,0.000112,/,/,is,be,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1695,1696,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,18,Bush is reported to have asked a flustered Musharraf.,V,asked,ask,VBN,Part,Tenseless,Perf,Act,1,0.000195,/,/,have,/,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,1,a flustered Musharraf,0,/,5.75E-07,Musharraf,indef,Sing,3,/,7,NNP,proper,9,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1696,1697,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,19,All three are extremist Taliban or their allies and known to be living in Pakistan.,N,Taliban,Taliban,NNP,/,Tenseless,Simple,Act,3,5.25E-06,/,/,/,/,All three,/,/,three,0.000631,indef,Plur,3,conc,num,2,CD,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1697,1698,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,19,All three are extremist Taliban or their allies and known to be living in Pakistan.,V,known,know,VBN,Part,Tenseless,Simple,Act,1,0.000251,/,/,/,/,All three,/,/,three,0.000631,indef,Plur,3,conc,num,2,CD,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1698,1699,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,19,All three are extremist Taliban or their allies and known to be living in Pakistan.,V,living,live,VBG,Part,Tenseless,Simple,Act,2,0.000204,/,/,be,/,All three,/,/,three,0.000631,indef,Plur,3,conc,num,2,CD,2,/,0,/,/,/,/,/,/,/,/,/,/,/,in Pakistan,in,Pakistan,3.02E-05,def,Sing,3,/,4,NNP,proper,15,/,/,,,,,,,,,,,,,,,,,
1699,1700,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,20,"(Mullah Omar is leader of the Taliban, Usmani is the former corps commander of Kandahar under the Taliban regime and now a commander of Taliban forces while Hikmetyar heads the extremist Hizb-e-Islami.)",N,leader,leader,NN,/,Tenseless,Simple,Act,2,8.71E-05,/,/,/,/,Mullah Omar,/,/,Mullah,5.50E-07,def,Sing,3,/,proper,4,NNP,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1700,1701,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,20,"(Mullah Omar is leader of the Taliban, Usmani is the former corps commander of Kandahar under the Taliban regime and now a commander of Taliban forces while Hikmetyar heads the extremist Hizb-e-Islami.)",N,commander,commander,NN,/,Tenseless,Simple,Act,3,3.31E-05,/,/,/,/,Usmani,/,/,Usmani,4.07E-08,def,Sing,3,/,proper,3,NNP,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1701,1702,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,20,"(Mullah Omar is leader of the Taliban, Usmani is the former corps commander of Kandahar under the Taliban regime and now a commander of Taliban forces while Hikmetyar heads the extremist Hizb-e-Islami.)",V,heads,head,VBZ,Fin,Pres,Simple,Act,1,5.01E-05,/,/,/,/,Hikmetyar,/,/,Hikmetyar,0,def,Sing,3,/,proper,3,NNP,30,the extremist Hizb - e - Islami,0,/,3.98E-07,Islami,def,Sing,3,/,9,NNP,proper,38,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1702,1703,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,21,"?�’It was the first time that Bush totally focused on the Taliban threat rather than Al Qaeda with the Pakistanis,?��?says a Western diplomat.",N,time,time,NN,/,Tenseless,Simple,Act,1,0.00191,/,/,/,/,It,/,/,It,0.00912,def,Sing,3,nonconc,pron,1,PRP,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1703,1704,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,21,"?�’It was the first time that Bush totally focused on the Taliban threat rather than Al Qaeda with the Pakistanis,?��?says a Western diplomat.",V,focused,focus,VBD,Fin,Past,Simple,Act,2,4.07E-05,/,/,/,/,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,8,/,0,/,/,/,/,/,/,/,/,/,/,/,on the Taliban threat rather than Al Qaeda,on,threat,4.27E-05,def,Sing,3,human,12,NN,full,14,/,/,,,,,,,,,,,,,,,,,
1704,1705,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,21,"?�’It was the first time that Bush totally focused on the Taliban threat rather than Al Qaeda with the Pakistanis,?��?says a Western diplomat.",V,says,say,VBZ,Fin,Pres,Simple,Act,1,0.000282,/,/,/,/,a Western diplomat,/,/,diplomat,5.01E-06,indef,Sing,3,human,full,6,NN,27,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1705,1706,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,22,"?�’Bush was very well briefed before the meeting,?��?the diplomat said.",V,briefed,brief,VBN,Part,Past,Simple,Pass,1,1.78E-06,/,/,was,be,Bush,/,/,Bush,3.47E-05,def,Sing,3,/,proper,1,NNP,2,/,0,/,/,/,/,/,/,/,/,/,/,/,before the meeting,before,meeting,0.000138,def,Sing,3,loc,5,NN,full,9,/,/,,,,,,,,,,,,,,,,,
1706,1707,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,22,"?�’Bush was very well briefed before the meeting,?��?the diplomat said.",V,said,say,VBD,Fin,Past,Simple,Act,1,0.000912,/,/,/,/,the diplomat,/,/,diplomat,5.01E-06,def,Sing,3,human,full,4,NN,13,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
1707,1708,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,23,"An Afghan official at the meeting added, ?�’The Americans now realise that the Taliban are a bigger threat to our security than Al Qaeda.?��?,V,added,add,VBD,Fin,Past,Simple,Act,2.0,0.000148,/,/,/,/,An Afghan official at the meeting,/,/,official,0.000162,indef,Sing,3,human,full,10.0,NN,3,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
1708,1709,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,23,An Afghan official at the meeting added", ?�’The Americans now realise that the Taliban are a bigger threat to our security than Al Qaeda.?��?,V,realise,realise,VBP,Fin,Pres,Simple,Act,2,1.74E-05,/,/,/,/,The Americans,/,/,Americans,5.37E-05,def,Plur,3,/,proper,5,NNPS,11,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,
1709,1710,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,23,"An Afghan official at the meeting added, ?�’The Americans now realise that the Taliban are a bigger threat to our security than Al Qaeda.?��?,N,threat,threat,NN,/,Tenseless,Simple,Act,1.0,4.27e-05,/,/,/,/,the Taliban,/,/,Taliban,5.25e-06,def,Plur,3,/,proper,4.0,NNPS,16,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
1710,1711,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,24,Karzai was clearly pleased at the results.,A,pleased,pleased,JJ,/,Tenseless,Simple,Act,1.0,2.82e-05,/,/,/,/,Karzai,/,/,Karzai,5.37e-07,def,Sing,3,/,proper,2,NNP,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
1711,1712,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002,25,?�’President Musharraf promised to help us and cooperate with us on curbing terrorist activity by the Taliban","?��?says Karzai.""",V,promised,promise,VBD,Fin,Past,Simple,Act,2,3.24E-05,/,/,/,/,President Musharraf,/,/,President,0.000251,def,Sing,3,/,proper,6,NNP,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,
