X1,Unnamed: 0,ClauseID,Doc,SentID,SentForm,ClauseForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,PredFin,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,Obl2PosID,Obl3PosID,NonAlternable,SubjChain,ObjChain,OblChain,Obl2Chain,Obl3Chain,PrevVoice1,PrevVoice2,PrevVoice3,PrevVoice4,PrevVoice5,PrevVoice6,PrevVoice7,PrevVoice8,PrevVoice9,PrevVoice10,X81,X82,X83,X84,X85,X86,X87,X88,X89,AgentDesc,AgentDef,AgentNum,AgentPers,AgentAnim
1406,1406,1407,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,59,"On Monday, Louis Lamonica, 45, the former pastor of Hosanna Church, was booked with two counts of aggravated rape and one count of crime against nature after he walked in to the Livingston Parish Sheriff's Office and said he could implicate others in a situation at the church that reportedly occurred two years ago.",in a situation at the church that reportedly occurred two years ago,V,occurred,occur,VBD,Fin,Past,Simple,Act,2,4.47e-5,Fin,/,/,/,/,that,/,/,that,0.0105,indef,/,3,/,wh,1,WDT,54,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,TRUE,/,/,/,/,/,Act,Act,Act,Pass,Pass,Pass,Pass,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,1407,1408,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,60,We have a similar case unravelling up here in the northwest with a murder of a family and missing children taken for some purpose.,We have a similar case unravelling up here in the northwest with a murder of a family and missing children taken for some purpose .,V,have,have,VBP,Fin,Pres,Simple,Act,1,0.00501,Fin,/,/,/,/,We,/,/,We,0.00316,def,Plur,1,human,pron,1,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,in the northwest,in,northwest,1.58E-05,def,Sing,3,loc,4,NN,full,11,with a murder of a family and missing children taken for some purpose,and missing children taken for some purpose,14,20,NA,3,/,/,/,/,Act,Act,Act,Act,Pass,Pass,Pass,Pass,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1408,1408,1409,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,60,We have a similar case unravelling up here in the northwest with a murder of a family and missing children taken for some purpose.,a similar case unravelling,V,unravelling,unravel,VBG,Ger,Tenseless,Prog,Act,4,2.57e-7,Nonfin,/,/,/,/,a similar case,/,/,case,0.000398,indef,Sing,3,human,full,5,NN,5,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,TRUE,/,/,/,/,/,Act,Act,Act,Act,Act,Pass,Pass,Pass,Pass,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,1409,1410,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,60,We have a similar case unravelling up here in the northwest with a murder of a family and missing children taken for some purpose.,taken for some purpose,V,taken,take,VBN,Part,Tenseless,Simple,Pass,2,2.34e-4,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,for some purpose,for,purpose,8.71E-05,indef,Sing,3,nonconc,4,NN,full,24,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Pass,Pass,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1410,1410,1411,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,61,If I was Rummy I'd send Posada to Iraq to blow things up there.,If I was Rummy,N,Rummy,Rummy,NNP,/,Tenseless,Simple,Act,2,1.78e-7,Nonfin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Pass,Pass,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1411,1411,1412,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,61,If I was Rummy I'd send Posada to Iraq to blow things up there.,If I was Rummy I 'd send Posada to Iraq to blow things up there .,V,send,send,VB,Inf,Tenseless,Simple,Act,1,1.35e-4,Fin,/,/,'d,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,5,Posada,0,/,3.24E-07,Posada,def,Sing,3,/,3,NNP,proper,8,to Iraq,to,Iraq,3.47E-05,def,Sing,3,/,3,NNP,proper,10,/,/,/,/,NA,/,18,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Pass,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1412,1412,1413,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,61,If I was Rummy I'd send Posada to Iraq to blow things up there.,to blow things up there,V,blow up,blow up,VB,Inf,Tenseless,Simple,Act,1,3.83e-5,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,things,0,/,0.000513,things,indef,Plur,3,conc,1,NNS,full,13,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,Posada,def,Sing,3,human
1413,1413,1414,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,63,"Yesterday evening, the Posada story was featured in the public television news show in Germany (ARD, Tagesthemen).","Yesterday evening , the Posada story was featured in the public television news show in Germany ( ARD , Tagesthemen ) .",V,featured,feature,VBN,Part,Past,Simple,Pass,2,1.91e-5,Fin,/,/,was,be,the Posada story,/,/,Posada,3.24E-07,def,Sing,3,/,proper,6,NNP,5,"( ARD , Tagesthemen )",0,/,1.00E-06,ARD,def,Sing,3,/,5,NNP,proper,18,Yesterday evening,/,evening,7.41E-05,indef,Sing,3,nonconc,5,NN,full,2,in the public television news show,in Germany,14,16,NA,/,/,27,/,/,Act,Act,Act,Pass,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,indef,/,3,/
1414,1414,1415,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,64,"The newly released papers, showing him complicit in the airliner bombing, were mentioned",newly released,V,released,release,VBN,Part,Tenseless,Simple,Pass,2,1.02e-4,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Pass,Act,Act,Act,Pass,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,1415,1416,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,64,"The newly released papers, showing him complicit in the airliner bombing, were mentioned",showing him complicit in the airliner bombing,V,showing,show,VBG,Ger,Tenseless,Prog,Act,2,6.76e-5,Nonfin,/,/,/,/,"The newly released papers ,",/,/,papers,3.72E-05,def,Plur,3,org,full,8,NNS,4,him complicit in the airliner bombing,0,/,0.00126,him,def,Sing,3,human,11,PRP,pron,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,28,/,/,/,Pass,Pass,Act,Act,Act,Pass,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416,1416,1417,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,64,"The newly released papers, showing him complicit in the airliner bombing, were mentioned","The newly released papers , showing him complicit in the airliner bombing , were mentioned",V,mentioned,mention,VBN,Part,Past,Simple,Pass,2,7.08e-5,Fin,/,/,were,be,"The newly released papers , showing him complicit in the airliner bombing",/,/,papers,3.72E-05,def,Plur,3,org,full,21,NNS,4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Pass,Pass,Act,Act,Act,Pass,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,indef,/,3,/
1417,1417,1418,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,66,Now that's a post I can relate to.,Now that 's a post I can relate to .,N,post,post,NN,/,Tenseless,Simple,Act,1,2.24e-4,Nonfin,/,/,/,/,that,/,/,that,0.0105,indef,Sing,3,/,det,1,DT,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Pass,Act,Pass,Pass,Act,Act,Act,Pass,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418,1418,1419,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,66,Now that's a post I can relate to.,I can relate to,V,relate,relate,VB,Inf,Tenseless,Simple,Act,2,1.7e-5,Fin,/,/,can,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,6,/,0,/,/,/,/,/,/,/,/,/,/,/,to,/,to,0.0275,indef,/,3,/,1,IN,NMA!,9,/,/,/,/,NA,/,/,/,/,/,Act,Pass,Act,Pass,Pass,Act,Act,Act,Pass,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1419,1419,1420,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,67,"You really got me thinking, I enjoy reading this blog.","You really got me thinking , I enjoy reading this blog .",V,got,get,VBD,Fin,Past,Simple,Act,1,7.76e-4,Fin,/,/,/,/,You,/,/,You,0.00977,def,/,2,human,pron,1,PRP,1,me,0,/,0.00331,me,def,Sing,1,human,1,PRP,pron,4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Pass,Act,Pass,Pass,Act,Act,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1420,1420,1421,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,67,"You really got me thinking, I enjoy reading this blog.",me thinking,V,thinking,think,VBG,Ger,Tenseless,Prog,Act,2,1.7e-4,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Pass,Act,Pass,Pass,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1421,1421,1422,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,67,"You really got me thinking, I enjoy reading this blog.",I enjoy reading this blog,V,enjoy,enjoy,VBP,Fin,Pres,Simple,Act,2,1.07e-4,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,7,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Pass,Act,Pass,Pass,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,1422,1423,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,67,"You really got me thinking, I enjoy reading this blog.",I reading this blog,V,reading,read,VBG,Ger,Tenseless,Prog,Act,2,1.2e-4,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,this blog,0,/,4.07E-05,blog,def,Sing,3,nonconc,2,NN,full,11,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Pass,Act,Pass,Pass,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,1423,1424,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,68,"I don't know how others feel, but I'm definitely looking into immigration to Canada as an option.","I do n't know how others feel , but I 'm definitely looking into immigration to Canada as an option .",V,know,know,VB,Inf,Pres,Simple,Act,1,0.00129,Fin,/,/,do,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,3,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Act,Pass,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,1424,1425,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,68,"I don't know how others feel, but I'm definitely looking into immigration to Canada as an option.",how others feel,V,feel,feel,VBP,Fin,Pres,Simple,Act,1,4.47e-4,Fin,/,/,/,/,others,/,/,others,0.000263,indef,Plur,3,/,full,2,NNS,6,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,1425,1426,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,68,"I don't know how others feel, but I'm definitely looking into immigration to Canada as an option.",", but I 'm definitely looking into immigration to Canada as an option",V,looking,look,VBG,Part,Pres,Simple,Act,2,3.31e-4,Fin,/,/,'m,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,10,/,0,/,/,/,/,/,/,/,/,/,/,/,into immigration to Canada,into,immigration,2.63E-05,indef,Sing,3,nonconc,10,NN,full,15,as an option,/,20,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426,1426,1427,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,69,The good ï¿½ï¿½ç³§l US of A aint what it used to be.,The good ï¿½ï¿½ç³§l US of A ai nt what it used to be .,N,what,what,WP,/,Tenseless,Simple,Act,1,0.0024,Nonfin,/,/,/,/,The good ï¿½ï¿½ç³§l US of A,/,/,US,0.00102,def,Sing,3,/,proper,5,NNP,4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1427,1427,1428,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,69,The good ï¿½ï¿½ç³§l US of A aint what it used to be.,it used to be,V,used,use,VBD,Fin,Past,Simple,Act,1,6.61e-4,Fin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,10,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,1428,1429,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,69,The good ï¿½ï¿½ç³§l US of A aint what it used to be.,it to be,V,be,be,VB,Inf,Tenseless,Simple,Act,1,0.00631,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,1429,1430,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,70,I like yuor blog.,I like yuor blog .,V,like,like,VBP,Fin,Pres,Simple,Act,1,0.00245,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,1,yuor blog,0,/,4.07E-05,blog,indef,Sing,3,nonconc,2,NN,full,4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,3,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1430,1430,1431,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,71,Please check out my who let the dog out blog.,Please check out my who let the dog out blog .,V,check out,check out,VB,Fin,Tenseless,Simple,Act,1,1.76e-4,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,my who let the dog out blog,0,/,4.07E-05,blog,indef,Sing,3,nonconc,7,NN,full,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,TRUE,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1431,1431,1432,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,71,Please check out my who let the dog out blog.,who let the dog out,V,let out,let out,VBD,Fin,Past,Simple,Act,1,3.33e-4,Fin,/,/,/,/,who,/,/,who,0.00224,indef,/,3,org,wh,1,WP,5,the dog,0,/,0.00011,dog,def,Sing,3,human,2,NN,full,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1432,1432,1433,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,72,"hey that's a great blog, I also have a site about los angeles online dating","hey that 's a great blog , I also have a site about los angeles online dating",N,blog,blog,NN,/,Tenseless,Simple,Act,1,4.07e-5,Nonfin,/,/,/,/,that,/,/,that,0.0105,indef,Sing,3,/,det,1,DT,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1433,1433,1434,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,72,"hey that's a great blog, I also have a site about los angeles online dating",I also have a site about los angeles online dating,V,have,have,VBP,Fin,Pres,Simple,Act,1,0.00501,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,8,a site about los angeles online dating,0,/,0.000186,site,indef,Sing,3,machine,12,NN,full,12,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1434,1434,1435,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,73,you can check it out : los angeles online dating,you can check it out : los angeles online dating,V,check out,check out,VB,Inf,Tenseless,Simple,Act,1,1.76e-4,Fin,/,/,can,/,you,/,/,you,0.00977,def,/,2,human,pron,1,PRP,1,it : los angeles online dating,0,/,0.00912,it,def,Sing,3,nonconc,10,PRP,pron,4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1435,1435,1436,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,74,This is a excellent blog.,This is a excellent blog .,N,blog,blog,NN,/,Tenseless,Simple,Act,1,4.07e-5,Nonfin,/,/,/,/,This,/,/,This,0.00631,indef,Sing,3,/,det,1,DT,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,8,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1436,1436,1437,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,75,Keep it going.,Keep it going .,V,Keep,keep,VB,Fin,Tenseless,Simple,Act,1,4.17e-4,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,it,0,/,0.00912,it,def,Sing,3,nonconc,1,PRP,pron,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,TRUE,/,7,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1437,1437,1438,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,75,Keep it going.,it going,V,going,go,VBG,Ger,Tenseless,Prog,Act,2,8.13e-4,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1438,1438,1439,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,76,This may be of interest to you I have a free online dating service.,This may be of interest to you I have a free online dating service .,N,interest,interest,NN,/,Tenseless,Simple,Act,2.5,1.7e-4,Fin,/,/,may,/,This,/,/,This,0.00631,indef,Sing,3,/,det,1,DT,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1439,1439,1440,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,76,This may be of interest to you I have a free online dating service.,I have a free online dating service,V,have,have,VBP,Fin,Pres,Simple,Act,1,0.00501,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,8,a free online dating service,0,/,0.000269,service,indef,Sing,3,org,8,NN,full,14,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1440,1440,1441,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,77,It pretty much covers dating stuff.,It pretty much covers dating stuff .,V,covers,cover,VBZ,Fin,Pres,Simple,Act,2,2.88e-5,Fin,/,/,/,/,It,/,/,It,0.00912,def,Sing,3,nonconc,pron,1,PRP,1,dating stuff,0,/,0.00012,stuff,indef,Sing,3,conc,3,NN,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,8,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1441,1441,1442,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,78,I'll be sure to come back.,I 'll be sure to come back .,A,sure,sure,JJ,/,Tenseless,Simple,Act,1,4.17e-4,Fin,/,/,'ll,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1442,1442,1443,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,78,I'll be sure to come back.,I to come back,V,come,come,VB,Inf,Tenseless,Simple,Act,1,6.03e-4,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1443,1443,1444,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,79,Hey I just love your blog.,Hey I just love your blog .,V,love,love,VBP,Fin,Pres,Simple,Act,1,6.03e-4,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,2,your blog,0,/,4.07E-05,blog,indef,Sing,3,nonconc,2,NN,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1444,1444,1445,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,80,I also have a dating advice blog/site.,I also have a dating advice blog / site .,V,have,have,VBP,Fin,Pres,Simple,Act,1,0.00501,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,1,a dating advice blog / site,0,/,4.07e-05;;0.000186,blog;;site,indef;;indef,Plur,3,nonconc;;machine,8,NN;;NN,full;;full,7;;9,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,8,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1445,1445,1446,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,81,I mostly deals with dating advice,I mostly deals with dating advice,V,deals,deal,VBZ,Fin,Pres,Simple,Act,1,3.31e-5,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,with dating advice,with,advice,7.59E-05,indef,Sing,3,nonconc,5,NN,full,6,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1446,1446,1447,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500,82,Please come and check it out if you get the time!,Please come and check it out if you get the time !,V,come,come,VB,Fin,Tenseless,Simple,Act,1,6.03e-4,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,TRUE,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
